date,product_id,category,region,price,discount,cost,sales,revenue,day_of_week,is_promo_day
2020-07-13,1003,Fashion,South,290.77,0.15,247.1545,10,2471.55,0,0
2020-07-13,1004,Home,East,315.63,0.14,271.4418,7,1900.09,0,0
2020-07-13,1005,Electronics,West,183.06,0.02,179.3988,18,3229.18,0,1
2020-07-13,1006,Home,West,203.48,0.07,189.2364,3,567.71,0,0
2020-07-13,1007,Electronics,West,468.71,0.1,421.839,22,9280.46,0,0
2020-07-13,1008,Electronics,East,352.29,0.23,271.2633,22,5967.79,0,0
2020-07-13,1009,Fashion,East,329.73,0.18,270.3786,24,6489.09,0,0
2020-07-13,1010,Electronics,South,380.45,0.12,334.796,13,4352.35,0,0
2020-07-14,1001,Electronics,North,461.92,0.2,369.536,23,8499.33,1,1
2020-07-14,1002,Home,West,60.32,0.06,56.7008,4,226.8,1,0
2020-07-14,1003,Fashion,West,134.1,0.22,104.598,13,1359.77,1,0
2020-07-14,1004,Fashion,North,101.68,0.07,94.5624,12,1134.75,1,0
2020-07-14,1005,Fashion,South,424.83,0.07,395.0919,18,7111.65,1,0
2020-07-14,1006,Electronics,South,346.93,0.16,291.4212,17,4954.16,1,0
2020-07-14,1007,Fashion,North,166.62,0.13,144.9594,17,2464.31,1,0
2020-07-14,1008,Home,West,209.87,0.14,180.4882,5,902.44,1,0
2020-07-14,1009,Electronics,West,294.69,0.12,259.3272,21,5445.87,1,0
2020-07-14,1010,Home,South,414.02,0.2,331.216,8,2649.73,1,0
2020-07-15,1001,Fashion,West,338.3,0.07,314.619,15,4719.28,2,1
2020-07-15,1002,Home,West,410.97,0.11,365.7633,10,3657.63,2,0
2020-07-15,1003,Electronics,South,496.44,0.21,392.1876,16,6275,2,0
2020-07-15,1004,Home,East,430.64,0.09,391.8824,13,5094.47,2,0
2020-07-15,1005,Electronics,South,257.53,0.14,221.4758,20,4429.52,2,0
2020-07-15,1006,Electronics,West,36.42,0.14,31.3212,27,845.67,2,0
2020-07-15,1007,Home,West,302.29,0.1,272.061,9,2448.55,2,0
2020-07-15,1008,Fashion,North,478.7,0.16,402.108,12,4825.3,2,0
2020-07-15,1009,Electronics,South,227.71,0.13,198.1077,21,4160.26,2,0
2020-07-15,1010,Fashion,South,22.52,0.25,16.89,13,219.57,2,0
2020-07-16,1001,Fashion,West,401.24,0.22,312.9672,10,3129.67,3,0
2020-07-16,1002,Home,West,329.31,0.2,263.448,11,2897.93,3,0
2020-07-16,1003,Electronics,East,61.1,0.23,47.047,24,1129.13,3,0
2020-07-16,1004,Fashion,East,187.83,0.21,148.3857,12,1780.63,3,0
2020-07-16,1005,Electronics,South,99.98,0.2,79.984,18,1439.71,3,0
2020-07-16,1006,Fashion,North,425.03,0.19,344.2743,12,4131.29,3,0
2020-07-16,1007,Fashion,South,338.19,0.25,253.6425,13,3297.35,3,0
2020-07-16,1008,Fashion,South,263.37,0.07,244.9341,15,3674.01,3,0
2020-07-16,1009,Fashion,West,116.12,0.11,103.3468,9,930.12,3,0
2020-07-16,1010,Fashion,West,189.81,0.28,136.6632,17,2323.27,3,0
2020-07-17,1001,Fashion,East,129.28,0.09,117.6448,22,2588.19,4,0
2020-07-17,1002,Fashion,North,125.76,0.06,118.2144,10,1182.14,4,0
2020-07-17,1003,Fashion,West,387.04,0.19,313.5024,18,5643.04,4,0
2020-07-17,1004,Fashion,South,61.87,0.07,57.5391,14,805.55,4,0
2020-07-17,1005,Fashion,South,289.71,0.29,205.6941,15,3085.41,4,0
2020-07-17,1006,Electronics,South,342.94,0.1,308.646,23,7098.86,4,0
2020-07-17,1007,Home,North,461.67,0.15,392.4195,9,3531.78,4,0
2020-07-17,1008,Fashion,South,476.22,0.29,338.1162,18,6086.09,4,0
2020-07-17,1009,Fashion,South,34.44,0.06,32.3736,16,517.98,4,0
2020-07-17,1010,Electronics,North,337.18,0.05,320.321,25,8008.02,4,0
2020-07-18,1001,Fashion,East,493.91,0.18,405.0062,14,5670.09,5,0
2020-07-18,1002,Home,South,346.78,0.2,277.424,10,2774.24,5,0
2020-07-18,1003,Fashion,West,262.4,0.12,230.912,14,3232.77,5,0
2020-07-18,1004,Fashion,East,58.85,0.04,56.496,14,790.94,5,0
2020-07-18,1005,Home,West,164.55,0.17,136.5765,13,1775.49,5,0
2020-07-18,1006,Fashion,South,163.01,0.01,161.3799,13,2097.94,5,0
2020-07-18,1007,Electronics,East,53.67,0.04,51.5232,23,1185.03,5,0
2020-07-18,1008,Home,North,224.64,0.25,168.48,11,1853.28,5,0
2020-07-18,1009,Home,East,262.56,0.28,189.0432,4,756.17,5,0
2020-07-18,1010,Home,West,471.16,0.15,400.486,10,4004.86,5,0
2020-07-19,1001,Fashion,East,399.78,0.27,291.8394,20,5836.79,6,0
2020-07-19,1002,Fashion,South,270.13,0.11,240.4157,16,3846.65,6,0
2020-07-19,1003,Fashion,South,283.42,0.19,229.5702,15,3443.55,6,0
2020-07-19,1004,Electronics,South,491.34,0.13,427.4658,22,9404.25,6,0
2020-07-19,1005,Electronics,West,124.29,0.1,111.861,22,2460.94,6,0
2020-07-19,1006,Home,South,194.97,0.15,165.7245,9,1491.52,6,0
2020-07-19,1007,Fashion,East,97.94,0.2,78.352,8,626.82,6,0
2020-07-19,1008,Home,West,169.16,0.24,128.5616,15,1928.42,6,0
2020-07-19,1009,Electronics,North,122.12,0.22,95.2536,23,2190.83,6,0
2020-07-19,1010,Fashion,South,31.64,0.06,29.7416,15,446.12,6,0
2020-07-20,1001,Home,South,298.64,0.07,277.7352,9,2499.62,0,1
2020-07-20,1002,Home,North,43.16,0.29,30.6436,8,245.15,0,0
2020-07-20,1003,Fashion,South,180.02,0.19,145.8162,6,874.9,0,0
2020-07-20,1004,Electronics,South,93.98,0.18,77.0636,22,1695.4,0,0
2020-07-20,1005,Home,West,242.86,0.02,238.0028,14,3332.04,0,0
2020-07-20,1006,Electronics,West,250.26,0.17,207.7158,11,2284.87,0,0
2020-07-20,1007,Electronics,North,192.05,0.15,163.2425,17,2775.12,0,0
2020-07-20,1008,Fashion,South,215.13,0.07,200.0709,15,3001.06,0,0
2020-07-20,1009,Home,East,79.93,0.16,67.1412,9,604.27,0,0
2020-07-20,1010,Electronics,West,400.66,0.26,296.4884,22,6522.74,0,0
2020-07-21,1001,Electronics,North,213.01,0.19,172.5381,13,2243,1,0
2020-07-21,1002,Electronics,West,60.06,0.25,45.045,30,1351.35,1,0
2020-07-21,1003,Fashion,West,94.1,0.04,90.336,9,813.02,1,0
2020-07-21,1004,Home,West,169.17,0.16,142.1028,13,1847.34,1,1
2020-07-21,1005,Electronics,East,167.79,0.14,144.2994,16,2308.79,1,0
2020-07-21,1006,Fashion,North,10.59,0.01,10.4841,12,125.81,1,0
2020-07-21,1007,Home,East,361.23,0.04,346.7808,13,4508.15,1,0
2020-07-21,1008,Fashion,North,443.3,0.18,363.506,17,6179.6,1,0
2020-07-21,1009,Electronics,East,104.3,0.29,74.053,17,1258.9,1,0
2020-07-21,1010,Fashion,East,298.86,0.08,274.9512,14,3849.32,1,0
2020-07-22,1001,Fashion,North,286.23,0.23,220.3971,16,3526.35,2,0
2020-07-22,1002,Electronics,South,199.42,0.09,181.4722,21,3810.92,2,0
2020-07-22,1003,Fashion,South,423.53,0.27,309.1769,11,3400.95,2,0
2020-07-22,1004,Fashion,West,351.84,0.29,249.8064,23,5745.55,2,0
2020-07-22,1005,Fashion,East,375.95,0.02,368.431,13,4789.6,2,0
2020-07-22,1006,Home,South,48.54,0.1,43.686,10,436.86,2,1
2020-07-22,1007,Home,North,351.44,0.17,291.6952,5,1458.48,2,0
2020-07-22,1008,Fashion,East,356.31,0.19,288.6111,13,3751.94,2,0
2020-07-22,1009,Home,East,486.09,0.03,471.5073,15,7072.61,2,0
2020-07-22,1010,Electronics,North,457.58,0.23,352.3366,18,6342.06,2,0
2020-07-23,1001,Home,West,357.93,0.08,329.2956,10,3292.96,3,0
2020-07-23,1002,Fashion,North,81.32,0.22,63.4296,13,824.58,3,0
2020-07-23,1003,Home,West,229.41,0.23,176.6457,14,2473.04,3,1
2020-07-23,1004,Home,East,51.96,0.08,47.8032,10,478.03,3,0
2020-07-23,1005,Fashion,South,468.26,0.13,407.3862,18,7332.95,3,0
2020-07-23,1006,Electronics,South,97.66,0.11,86.9174,20,1738.35,3,0
2020-07-23,1007,Home,South,337.16,0.19,273.0996,8,2184.8,3,0
2020-07-23,1008,Home,West,273.42,0.16,229.6728,9,2067.06,3,0
2020-07-23,1009,Home,East,434.27,0.16,364.7868,9,3283.08,3,0
2020-07-23,1010,Home,East,196.75,0.08,181.01,11,1991.11,3,0
2020-07-24,1001,Electronics,East,408.43,0.06,383.9242,22,8446.33,4,0
2020-07-24,1002,Electronics,South,222.12,0.2,177.696,23,4087.01,4,0
2020-07-24,1003,Fashion,South,217.3,0.22,169.494,23,3898.36,4,0
2020-07-24,1004,Fashion,North,431.26,0.14,370.8836,13,4821.49,4,0
2020-07-24,1005,Fashion,East,137.89,0.07,128.2377,11,1410.61,4,0
2020-07-24,1006,Fashion,West,484.76,0.09,441.1316,22,9704.9,4,0
2020-07-24,1007,Fashion,South,201.1,0.26,148.814,12,1785.77,4,0
2020-07-24,1008,Electronics,West,42.84,0.18,35.1288,26,913.35,4,0
2020-07-24,1009,Electronics,South,144.88,0.12,127.4944,15,1912.42,4,0
2020-07-24,1010,Home,South,37.27,0.25,27.9525,13,363.38,4,0
2020-07-25,1001,Fashion,East,174.36,0.04,167.3856,12,2008.63,5,0
2020-07-25,1002,Fashion,South,30.08,0.05,28.576,18,514.37,5,0
2020-07-25,1003,Electronics,North,221.73,0.07,206.2089,23,4742.8,5,0
2020-07-25,1004,Electronics,North,206.71,0.15,175.7035,17,2986.96,5,0
2020-07-25,1005,Electronics,West,379.67,0.03,368.2799,20,7365.6,5,0
2020-07-25,1006,Electronics,East,48.29,0.25,36.2175,23,833,5,0
2020-07-25,1007,Fashion,West,383.34,0.26,283.6716,7,1985.7,5,0
2020-07-25,1008,Home,West,395.9,0.25,296.925,11,3266.17,5,0
2020-07-25,1009,Fashion,North,55.59,0.09,50.5869,12,607.04,5,0
2020-07-25,1010,Fashion,West,296.62,0.18,243.2284,17,4134.88,5,0
2020-07-26,1001,Home,West,469.18,0.06,441.0292,10,4410.29,6,0
2020-07-26,1002,Fashion,North,404.77,0.1,364.293,22,8014.45,6,0
2020-07-26,1003,Home,North,237.84,0.16,199.7856,13,2597.21,6,0
2020-07-26,1004,Home,East,241.13,0.13,209.7831,9,1888.05,6,0
2020-07-26,1005,Electronics,East,427.32,0.15,363.222,21,7627.66,6,0
2020-07-26,1006,Home,South,264.91,0.13,230.4717,5,1152.36,6,0
2020-07-26,1007,Electronics,East,328.71,0.06,308.9874,21,6488.74,6,0
2020-07-26,1008,Electronics,South,161.44,0.21,127.5376,23,2933.36,6,0
2020-07-26,1009,Fashion,East,43.11,0.01,42.6789,13,554.83,6,0
2020-07-26,1010,Electronics,South,477.97,0.06,449.2918,22,9884.42,6,0
2020-07-27,1001,Home,South,94.54,0.24,71.8504,10,718.5,0,0
2020-07-27,1002,Fashion,West,54.44,0.25,40.83,9,367.47,0,0
2020-07-27,1003,Home,West,148.59,0.14,127.7874,9,1150.09,0,0
2020-07-27,1004,Home,South,44.36,0.19,35.9316,13,467.11,0,0
2020-07-27,1005,Electronics,South,250.35,0.3,175.245,17,2979.16,0,0
2020-07-27,1006,Fashion,North,118.6,0.21,93.694,8,749.55,0,0
2020-07-27,1007,Fashion,South,38.44,0.22,29.9832,10,299.83,0,0
2020-07-27,1008,Electronics,South,417.51,0.18,342.3582,18,6162.45,0,0
2020-07-27,1009,Electronics,East,288.67,0.09,262.6897,13,3414.97,0,1
2020-07-27,1010,Home,North,481.56,0.13,418.9572,9,3770.61,0,0
2020-07-28,1001,Fashion,East,108.79,0.27,79.4167,25,1985.42,1,0
2020-07-28,1002,Home,North,125.62,0.2,100.496,7,703.47,1,0
2020-07-28,1003,Home,North,349.85,0.08,321.862,11,3540.48,1,0
2020-07-28,1004,Fashion,North,156.95,0.03,152.2415,14,2131.38,1,0
2020-07-28,1005,Home,East,491.5,0.27,358.795,10,3587.95,1,0
2020-07-28,1006,Fashion,West,392.46,0.23,302.1942,12,3626.33,1,0
2020-07-28,1007,Electronics,East,372.02,0.05,353.419,29,10249.15,1,0
2020-07-28,1008,Home,East,157.5,0.06,148.05,8,1184.4,1,0
2020-07-28,1009,Fashion,South,198.51,0.15,168.7335,11,1856.07,1,0
2020-07-28,1010,Electronics,North,458.19,0.23,352.8063,21,7408.93,1,0
2020-07-29,1001,Electronics,South,302.21,0.08,278.0332,22,6116.73,2,0
2020-07-29,1002,Electronics,East,27.26,0.26,20.1724,23,463.97,2,0
2020-07-29,1003,Fashion,East,445.44,0.1,400.896,15,6013.44,2,1
2020-07-29,1004,Fashion,East,238.44,0.29,169.2924,7,1185.05,2,0
2020-07-29,1005,Home,North,159.41,0,159.41,10,1594.1,2,0
2020-07-29,1006,Electronics,West,10.74,0.27,7.8402,17,133.28,2,0
2020-07-29,1007,Electronics,East,334.61,0.25,250.9575,19,4768.19,2,0
2020-07-29,1008,Home,South,88.01,0.07,81.8493,9,736.64,2,0
2020-07-29,1009,Fashion,South,457.16,0.02,448.0168,13,5824.22,2,0
2020-07-29,1010,Fashion,West,38.79,0.17,32.1957,16,515.13,2,0
2020-07-30,1001,Home,West,449.93,0.25,337.4475,14,4724.26,3,0
2020-07-30,1002,Fashion,West,160.44,0.3,112.308,16,1796.93,3,0
2020-07-30,1003,Electronics,West,14.85,0.07,13.8105,20,276.21,3,0
2020-07-30,1004,Electronics,South,130.2,0.28,93.744,11,1031.18,3,0
2020-07-30,1005,Fashion,North,394.45,0.21,311.6155,6,1869.69,3,0
2020-07-30,1006,Fashion,West,202.53,0.16,170.1252,6,1020.75,3,0
2020-07-30,1007,Electronics,South,167.8,0.15,142.63,23,3280.49,3,0
2020-07-30,1008,Fashion,South,114.72,0.28,82.5984,16,1321.57,3,0
2020-07-30,1009,Electronics,South,250.71,0.24,190.5396,15,2858.09,3,0
2020-07-30,1010,Fashion,South,237.31,0.09,215.9521,15,3239.28,3,0
2020-07-31,1001,Home,North,151.69,0.14,130.4534,11,1434.99,4,0
2020-07-31,1002,Electronics,North,236.26,0.16,198.4584,17,3373.79,4,0
2020-07-31,1003,Electronics,North,407.56,0.19,330.1236,14,4621.73,4,0
2020-07-31,1004,Fashion,East,475.98,0.09,433.1418,11,4764.56,4,0
2020-07-31,1005,Electronics,East,223.75,0.12,196.9,26,5119.4,4,0
2020-07-31,1006,Electronics,West,231.24,0.13,201.1788,18,3621.22,4,0
2020-07-31,1007,Home,South,412.68,0.16,346.6512,5,1733.26,4,0
2020-07-31,1008,Fashion,North,343.47,0.28,247.2984,16,3956.77,4,0
2020-07-31,1009,Fashion,North,167.05,0.05,158.6975,18,2856.55,4,0
2020-07-31,1010,Fashion,West,356.68,0.18,292.4776,23,6726.98,4,1
2020-08-01,1001,Fashion,South,147.23,0.24,111.8948,16,1790.32,5,0
2020-08-01,1002,Home,West,429.81,0.12,378.2328,12,4538.79,5,0
2020-08-01,1003,Home,North,239,0.03,231.83,10,2318.3,5,0
2020-08-01,1004,Fashion,East,54.92,0.14,47.2312,21,991.86,5,0
2020-08-01,1005,Electronics,North,392.46,0.26,290.4204,17,4937.15,5,0
2020-08-01,1006,Fashion,West,155.88,0.14,134.0568,15,2010.85,5,0
2020-08-01,1007,Electronics,East,285.28,0.14,245.3408,20,4906.82,5,0
2020-08-01,1008,Fashion,South,313.58,0.18,257.1356,11,2828.49,5,1
2020-08-01,1009,Electronics,East,61.37,0.26,45.4138,28,1271.59,5,0
2020-08-01,1010,Home,North,76.9,0.13,66.903,7,468.32,5,0
2020-08-02,1001,Home,East,287.57,0.25,215.6775,10,2156.78,6,0
2020-08-02,1002,Home,East,390.21,0.25,292.6575,8,2341.26,6,0
2020-08-02,1003,Fashion,East,304.49,0.16,255.7716,10,2557.72,6,0
2020-08-02,1004,Electronics,East,34.3,0.04,32.928,21,691.49,6,0
2020-08-02,1005,Electronics,West,13,0.1,11.7,23,269.1,6,0
2020-08-02,1006,Electronics,North,179.17,0.01,177.3783,27,4789.21,6,0
2020-08-02,1007,Fashion,East,86.51,0.26,64.0174,15,960.26,6,0
2020-08-02,1008,Electronics,East,392.36,0.15,333.506,27,9004.66,6,0
2020-08-02,1009,Home,North,477.19,0.27,348.3487,10,3483.49,6,0
2020-08-02,1010,Fashion,South,416.94,0.29,296.0274,12,3552.33,6,0
2020-08-03,1001,Home,South,97.84,0.21,77.2936,9,695.64,0,0
2020-08-03,1002,Electronics,South,186.03,0.06,174.8682,19,3322.5,0,0
2020-08-03,1003,Fashion,South,179.56,0,179.56,13,2334.28,0,0
2020-08-03,1004,Fashion,South,435.32,0.06,409.2008,15,6138.01,0,0
2020-08-03,1005,Home,North,163.65,0.09,148.9215,6,893.53,0,0
2020-08-03,1006,Fashion,South,155.97,0.23,120.0969,16,1921.55,0,0
2020-08-03,1007,Fashion,West,229,0.07,212.97,14,2981.58,0,1
2020-08-03,1008,Fashion,South,238.07,0.3,166.649,17,2833.03,0,0
2020-08-03,1009,Home,North,145.38,0.02,142.4724,8,1139.78,0,0
2020-08-03,1010,Fashion,East,171.27,0.15,145.5795,18,2620.43,0,0
2020-08-04,1001,Fashion,East,271.95,0.2,217.56,15,3263.4,1,0
2020-08-04,1002,Fashion,East,175.8,0.16,147.672,15,2215.08,1,0
2020-08-04,1003,Fashion,East,123.01,0.08,113.1692,18,2037.05,1,0
2020-08-04,1004,Fashion,South,429.63,0.07,399.5559,10,3995.56,1,0
2020-08-04,1005,Electronics,South,453.56,0.06,426.3464,20,8526.93,1,0
2020-08-04,1006,Fashion,South,79.56,0.02,77.9688,10,779.69,1,0
2020-08-04,1007,Electronics,North,225.1,0.2,180.08,26,4682.08,1,0
2020-08-04,1008,Electronics,West,68.59,0.1,61.731,18,1111.16,1,0
2020-08-04,1009,Electronics,South,31.88,0.11,28.3732,26,737.7,1,0
2020-08-04,1010,Fashion,West,37.29,0.22,29.0862,13,378.12,1,0
2020-08-05,1001,Electronics,North,53.78,0.06,50.5532,22,1112.17,2,0
2020-08-05,1002,Fashion,South,184.48,0.04,177.1008,12,2125.21,2,0
2020-08-05,1003,Home,East,92.85,0.03,90.0645,15,1350.97,2,0
2020-08-05,1004,Fashion,West,33.61,0.07,31.2573,13,406.34,2,0
2020-08-05,1005,Fashion,East,488.53,0.18,400.5946,10,4005.95,2,0
2020-08-05,1006,Electronics,North,50.01,0.24,38.0076,16,608.12,2,0
2020-08-05,1007,Electronics,West,222.83,0.22,173.8074,20,3476.15,2,0
2020-08-05,1008,Electronics,West,386.77,0.09,351.9607,24,8447.06,2,0
2020-08-05,1009,Home,West,187.69,0.27,137.0137,10,1370.14,2,0
2020-08-05,1010,Home,East,287.98,0.05,273.581,7,1915.07,2,0
2020-08-06,1001,Electronics,North,484.68,0.14,416.8248,11,4585.07,3,0
2020-08-06,1002,Home,East,224.08,0.05,212.876,11,2341.64,3,1
2020-08-06,1003,Electronics,West,489.42,0.07,455.1606,19,8648.05,3,0
2020-08-06,1004,Electronics,North,15.7,0.26,11.618,21,243.98,3,0
2020-08-06,1005,Fashion,West,31.76,0.23,24.4552,21,513.56,3,0
2020-08-06,1006,Fashion,West,28.3,0.08,26.036,22,572.79,3,1
2020-08-06,1007,Electronics,East,124.43,0.26,92.0782,23,2117.8,3,0
2020-08-06,1008,Fashion,South,121.76,0.01,120.5424,15,1808.14,3,0
2020-08-06,1009,Home,East,303.7,0.21,239.923,7,1679.46,3,0
2020-08-06,1010,Home,East,139.88,0.2,111.904,8,895.23,3,0
2020-08-07,1001,Electronics,West,441.05,0.21,348.4295,28,9756.03,4,0
2020-08-07,1002,Electronics,North,101.34,0.23,78.0318,21,1638.67,4,0
2020-08-07,1003,Electronics,North,130.07,0.1,117.063,24,2809.51,4,0
2020-08-07,1004,Home,North,298.89,0.21,236.1231,8,1888.98,4,0
2020-08-07,1005,Fashion,South,348.38,0.15,296.123,8,2368.98,4,0
2020-08-07,1006,Electronics,North,307.4,0.16,258.216,17,4389.67,4,0
2020-08-07,1007,Fashion,East,10.8,0.07,10.044,12,120.53,4,0
2020-08-07,1008,Electronics,West,250.41,0.12,220.3608,25,5509.02,4,0
2020-08-07,1009,Home,North,262.74,0.14,225.9564,8,1807.65,4,0
2020-08-07,1010,Home,East,346.3,0.15,294.355,12,3532.26,4,1
2020-08-08,1001,Fashion,North,220.77,0.04,211.9392,9,1907.45,5,0
2020-08-08,1002,Electronics,East,318.45,0.1,286.605,22,6305.31,5,0
2020-08-08,1003,Electronics,East,91.37,0.26,67.6138,22,1487.5,5,0
2020-08-08,1004,Fashion,East,310.95,0.28,223.884,17,3806.03,5,0
2020-08-08,1005,Fashion,West,348.01,0.16,292.3284,9,2630.96,5,0
2020-08-08,1006,Home,North,388.12,0.23,298.8524,12,3586.23,5,0
2020-08-08,1007,Electronics,South,413.26,0.21,326.4754,23,7508.93,5,0
2020-08-08,1008,Home,West,426.6,0.27,311.418,5,1557.09,5,0
2020-08-08,1009,Electronics,East,33.84,0.18,27.7488,23,638.22,5,0
2020-08-08,1010,Electronics,East,281.67,0.28,202.8024,14,2839.23,5,0
2020-08-09,1001,Home,North,498.17,0.06,468.2798,5,2341.4,6,0
2020-08-09,1002,Fashion,East,105.99,0.22,82.6722,20,1653.44,6,0
2020-08-09,1003,Fashion,North,487.68,0.02,477.9264,19,9080.6,6,0
2020-08-09,1004,Fashion,South,89.44,0.24,67.9744,9,611.77,6,0
2020-08-09,1005,Home,North,271.55,0.21,214.5245,7,1501.67,6,0
2020-08-09,1006,Electronics,West,339.98,0.16,285.5832,15,4283.75,6,0
2020-08-09,1007,Home,West,17.63,0.25,13.2225,12,158.67,6,0
2020-08-09,1008,Home,South,346.13,0.15,294.2105,12,3530.53,6,0
2020-08-09,1009,Fashion,North,439.54,0.13,382.3998,19,7265.6,6,0
2020-08-09,1010,Fashion,East,55.93,0.28,40.2696,17,684.58,6,0
2020-08-10,1001,Home,West,156.94,0.21,123.9826,4,495.93,0,0
2020-08-10,1002,Fashion,South,428.46,0.07,398.4678,15,5977.02,0,0
2020-08-10,1003,Electronics,East,27.26,0.24,20.7176,13,269.33,0,0
2020-08-10,1004,Home,East,126.46,0.2,101.168,10,1011.68,0,0
2020-08-10,1005,Home,West,372.84,0.02,365.3832,10,3653.83,0,0
2020-08-10,1006,Home,West,28.31,0.18,23.2142,11,255.36,0,0
2020-08-10,1007,Fashion,West,337.43,0.06,317.1842,17,5392.13,0,0
2020-08-10,1008,Fashion,North,448.65,0.01,444.1635,18,7994.94,0,0
2020-08-10,1009,Electronics,South,80.61,0.02,78.9978,17,1342.96,0,0
2020-08-10,1010,Electronics,South,25.86,0.21,20.4294,20,408.59,0,0
2020-08-11,1001,Home,East,482.59,0.08,443.9828,7,3107.88,1,0
2020-08-11,1002,Fashion,South,217.26,0.12,191.1888,12,2294.27,1,0
2020-08-11,1003,Home,North,295.34,0.01,292.3866,8,2339.09,1,0
2020-08-11,1004,Fashion,North,115.35,0.26,85.359,17,1451.1,1,0
2020-08-11,1005,Electronics,West,271.27,0.08,249.5684,21,5240.94,1,0
2020-08-11,1006,Home,North,350.82,0.28,252.5904,11,2778.49,1,0
2020-08-11,1007,Fashion,East,24.03,0.09,21.8673,17,371.74,1,0
2020-08-11,1008,Fashion,South,451.8,0.19,365.958,13,4757.45,1,0
2020-08-11,1009,Electronics,South,341.57,0.05,324.4915,21,6814.32,1,0
2020-08-11,1010,Fashion,East,396.09,0.07,368.3637,15,5525.46,1,0
2020-08-12,1001,Fashion,West,89.47,0.07,83.2071,13,1081.69,2,0
2020-08-12,1002,Home,West,419.05,0.23,322.6685,5,1613.34,2,0
2020-08-12,1003,Electronics,West,108.22,0.03,104.9734,21,2204.44,2,0
2020-08-12,1004,Fashion,West,248.64,0.21,196.4256,18,3535.66,2,0
2020-08-12,1005,Fashion,East,287.93,0.26,213.0682,20,4261.36,2,0
2020-08-12,1006,Electronics,East,219.26,0.23,168.8302,19,3207.77,2,0
2020-08-12,1007,Home,East,359.66,0.03,348.8702,10,3488.7,2,0
2020-08-12,1008,Home,South,147.57,0.14,126.9102,10,1269.1,2,0
2020-08-12,1009,Home,North,173.22,0.21,136.8438,10,1368.44,2,0
2020-08-12,1010,Home,North,170.31,0.03,165.2007,13,2147.61,2,0
2020-08-13,1001,Home,West,193.89,0.03,188.0733,13,2444.95,3,0
2020-08-13,1002,Electronics,South,347.15,0.19,281.1915,25,7029.79,3,0
2020-08-13,1003,Home,North,278.83,0.2,223.064,9,2007.58,3,0
2020-08-13,1004,Home,East,387.96,0.17,322.0068,15,4830.1,3,0
2020-08-13,1005,Electronics,North,309.38,0.29,219.6598,24,5271.84,3,0
2020-08-13,1006,Electronics,West,477.36,0.06,448.7184,16,7179.49,3,0
2020-08-13,1007,Electronics,South,407.06,0.28,293.0832,14,4103.16,3,0
2020-08-13,1008,Home,West,408.86,0.14,351.6196,5,1758.1,3,0
2020-08-13,1009,Fashion,South,309.24,0.06,290.6856,15,4360.28,3,0
2020-08-13,1010,Fashion,East,402.47,0.21,317.9513,22,6994.93,3,0
2020-08-14,1001,Fashion,East,394.28,0.11,350.9092,12,4210.91,4,0
2020-08-14,1002,Home,South,136.62,0.08,125.6904,13,1633.98,4,0
2020-08-14,1003,Fashion,North,496.84,0.04,476.9664,14,6677.53,4,0
2020-08-14,1004,Electronics,North,330.46,0.2,264.368,14,3701.15,4,1
2020-08-14,1005,Fashion,East,321.93,0.03,312.2721,10,3122.72,4,0
2020-08-14,1006,Electronics,East,438.71,0.29,311.4841,21,6541.17,4,0
2020-08-14,1007,Home,South,442.56,0.27,323.0688,11,3553.76,4,1
2020-08-14,1008,Home,South,42.32,0.14,36.3952,11,400.35,4,0
2020-08-14,1009,Electronics,North,234.17,0.02,229.4866,18,4130.76,4,0
2020-08-14,1010,Home,South,397.09,0.09,361.3519,15,5420.28,4,0
2020-08-15,1001,Fashion,South,88.48,0.29,62.8208,15,942.31,5,0
2020-08-15,1002,Home,North,14.31,0.2,11.448,7,80.14,5,0
2020-08-15,1003,Fashion,East,110.31,0.13,95.9697,16,1535.52,5,0
2020-08-15,1004,Fashion,East,60.13,0.26,44.4962,18,800.93,5,0
2020-08-15,1005,Home,East,317.27,0.01,314.0973,18,5653.75,5,0
2020-08-15,1006,Home,North,77.76,0.04,74.6496,11,821.15,5,0
2020-08-15,1007,Home,East,162.26,0.17,134.6758,4,538.7,5,0
2020-08-15,1008,Fashion,West,48.98,0.07,45.5514,12,546.62,5,0
2020-08-15,1009,Electronics,East,256.59,0.24,195.0084,20,3900.17,5,0
2020-08-15,1010,Electronics,South,209.7,0.16,176.148,15,2642.22,5,0
2020-08-16,1001,Home,South,494.17,0.24,375.5692,8,3004.55,6,0
2020-08-16,1002,Home,East,284.6,0.03,276.062,7,1932.43,6,0
2020-08-16,1003,Home,West,211.07,0.2,168.856,7,1181.99,6,0
2020-08-16,1004,Fashion,South,457.03,0.15,388.4755,19,7381.03,6,0
2020-08-16,1005,Home,West,315.69,0.14,271.4934,14,3800.91,6,0
2020-08-16,1006,Fashion,West,385.4,0.16,323.736,14,4532.3,6,0
2020-08-16,1007,Home,West,432.57,0.24,328.7532,18,5917.56,6,0
2020-08-16,1008,Electronics,North,300.41,0.11,267.3649,15,4010.47,6,0
2020-08-16,1009,Electronics,West,377.1,0.28,271.512,26,7059.31,6,0
2020-08-16,1010,Home,East,428.69,0.11,381.5341,12,4578.41,6,0
2020-08-17,1001,Home,South,493.33,0.28,355.1976,7,2486.38,0,0
